,date,credits_corp_f,credits_fiz_f,credits_corp_rub,credits_fiz_rub,deposits_corp_f,deposits_fiz_f,deposits_corp_rub,deposits_fiz_rub,key_rate,mp_index_banks,m0,f_currency_reserves,gold_reserves,treasures_y_r,gdp_proxy,exchange_rate
31,2017-10-01,9824.988673217695,119.27694452176338,23488.29641423493,11448.398785198351,9316.8467377172,5414.6795124279515,14746.425453436943,19563.167202047,8.85546145361438,0.09027777777777787,39966.87506200397,353124.05202132935,75141.61259920635,1.375111275308886,98.6637327752976,58.582017202774395
32,2017-11-01,9764.023356764572,114.8122669905134,23542.16011249535,11589.614087536893,9492.562299764075,5404.232991042534,15038.176770259857,19761.946495640746,8.576492663060922,0.14236111111111124,40559.5990203373,353412.78118799604,75192.79489087302,1.482989215898998,101.9281966815476,59.497226989368784
33,2017-12-01,9756.470854504154,116.01709840197174,23799.279903854727,11801.946777505644,9504.137915816158,5367.178627219619,14994.562403311942,20043.85433041679,8.268677077695996,0.1944444444444445,40791.4115203373,356659.02077132935,78879.44593253969,1.6183752555720439,96.67452704613095,58.75025417323032
34,2018-01-01,9280.852180347903,109.04319268322172,24316.44259724535,11999.788951333769,9107.0734161547,5214.850716110243,14846.904668801524,19964.481172151165,7.921567589961507,0.3611111111111111,40764.109437003965,354442.8228546627,78049.16989087302,1.7577903593827071,105.78479287946429,56.02184658664563
35,2018-02-01,8927.693513337488,103.84859594884672,24752.052312162014,12149.383243542103,9133.024135326576,5119.4975728342015,15131.22228244215,20300.381381739706,7.649998381614552,0.3923611111111111,41381.9115203373,362851.7863963294,80002.18030753969,1.890081486626459,98.27904147321428,56.09895482261811
36,2018-03-01,8809.24198213957,98.8727800217634,24802.58608778702,12287.981923948351,8534.63913756095,5045.7072466154505,15047.771836739023,20646.404518104293,6.220527197684702,-0.326388888888889,41663.135478670636,371626.84889632935,79954.77926587302,2.1207648951642724,100.29665027529762,52.724645229516874
37,2018-04-01,9158.560970748946,103.21554714155506,25053.46177110473,12486.033025208766,9081.951940524492,5224.12155046441,15064.782543702568,20892.51948594804,6.344794423514427,-0.295138888888889,42071.2083953373,377443.2603546627,79936.26884920635,2.2215728148936025,103.13774162946429,59.259982881587185
38,2018-05-01,10033.435169040613,106.7229720998884,25372.374835693267,12788.256406687935,9718.293139758865,5601.997051125868,15689.798578952566,20959.08871970325,6.986975159445164,-0.263888888888889,43024.656312003965,379209.26035466266,79536.08655753967,2.3279419764338165,103.54715631696429,63.45778866460903
39,2018-06-01,10125.052798139572,105.07996919884673,25529.719547974517,13074.760048734808,9954.503998139075,5625.610533917535,15689.566513593194,21176.80950163554,7.532298932893937,-0.23263888888888887,43314.15631200397,378105.23952132935,79725.60739087302,2.342371234949424,99.03373287946428,65.05090449901752
40,2018-07-01,10461.246274823352,102.72200385509672,25710.80273785919,13279.40376899969,10228.417549981337,5736.62980371813,16091.392285332773,21294.674638887773,7.4833795685083,-0.080109126984127,44086.253038194445,379724.43371775793,77907.81274801587,2.4271217249961814,100.58011585565475,64.6527368218641
41,2018-08-01,9900.293259692398,92.77773739081101,26002.191142775853,13522.369434678261,9708.506247320622,5563.442282700273,16108.195929803014,21421.332509923486,7.553241900792992,-0.020585317460317443,44308.19946676587,380647.7491939484,75880.84250992064,2.512131352396132,100.98773139136904,66.29118245226208
42,2018-09-01,10494.268455243739,97.43261474572172,26198.49564481306,13763.487630625434,9929.42121293595,5846.558779823785,16334.049039624444,21474.138660802208,7.750368403548505,0.038194444444444496,44669.48443700397,382031.74472966266,75808.39905753969,2.5579730361524478,99.83915079613095,67.5530757998182
43,2018-10-01,10685.625919217695,92.38770952176338,26371.77169623493,13984.68517119835,9996.8664577172,5676.269605427951,16279.068710436944,21472.863719047,7.878188726341653,0.09027777777777787,44650.87506200397,383633.05202132935,79029.61259920635,2.6293104095080206,102.3238827752976,66.73849209454929
44,2018-11-01,10541.150718764571,94.5096949905134,26610.604808495347,14218.788552536893,10065.397902764076,5707.1321280425345,16495.178599259856,21772.75505964075,7.826492663060922,0.14236111111111124,45109.5990203373,380768.78118799604,82542.79489087302,2.621489215898998,99.99019668154762,66.92635556079735
45,2018-12-01,10312.502114504154,92.73407840197174,26965.54628385473,14553.309352505645,10034.18090381616,5787.5881302196185,16880.698267311942,21781.52283341679,7.881772315791233,0.1944444444444445,45569.4115203373,380320.02077132935,85686.44593253969,2.573138413466781,100.24408704613097,67.51171326413942
46,2019-01-01,10361.458675347903,111.54522168322173,27426.87565524535,14724.989534333768,10351.179027154702,5978.690272110243,16764.699441801527,21673.357207151166,7.921567589961507,0.3611111111111111,45431.109437003965,379939.8228546627,88305.16989087302,2.534457026049374,102.1949828794643,66.03629033664562
47,2019-02-01,9621.07594733749,110.23332194884672,27967.832387162016,14974.566229542103,9837.104187326577,5815.377001834202,16853.22704144215,21875.623522739705,7.807893118456657,0.3923611111111111,45504.9115203373,381979.7863963294,89084.18030753969,2.4758709603106692,100.5120914732143,65.10277455946023
48,2019-03-01,9460.33118713957,109.78907602176339,28000.754521787017,15183.358733948351,9907.51097556095,5911.092073615451,16988.743629739027,22180.690033104293,6.533027197684702,-0.326388888888889,45830.135478670636,389533.84889632935,91013.77926587302,2.548860133259511,99.22736027529763,60.75329761046926
49,2019-04-01,9273.919910748946,104.79758714155506,28269.300128104725,15447.713738208766,9733.352351524492,6009.387561464409,17073.738412702565,22263.26292094804,6.844794423514427,-0.295138888888889,45835.2083953373,397722.2603546627,89465.26884920635,2.4925251958459835,104.95559162946428,63.09319716730147
50,2019-05-01,9432.229365040612,103.8868530998884,28378.711456693265,15836.769489687935,10010.364982758865,6175.951315125868,17077.600295952565,22445.482667703247,7.486975159445164,-0.263888888888889,46338.656312003965,401552.26035466266,88398.08655753967,2.3947601582519984,100.09479631696428,66.04559422016459
51,2019-06-01,9648.266019139572,102.57328319884674,28722.043350974516,16123.01397973481,10178.708782139074,6304.004349917535,17411.417304593193,22592.494427635538,7.907298932893937,-0.23263888888888887,46792.15631200397,407327.23952132935,89096.60739087302,2.0092759968541856,100.7724628794643,66.45144973711275
52,2019-07-01,9731.955281823351,99.22101085509672,28924.63827285919,16315.18176299969,9935.248174981336,6308.51805171813,17676.698918332775,22702.575797887774,7.700770872856126,-0.080109126984127,47308.253038194445,419228.43371775793,100018.81274801587,2.001775404649861,102.21099585565476,65.0134710209983
53,2019-08-01,9329.839360692398,91.70337239081101,29002.073524775853,16489.72861467826,9529.238139320621,6146.594172700273,18013.25700680301,22808.807922923486,7.553241900792992,-0.020585317460317443,47749.19946676587,417900.7491939484,100392.84250992064,1.8387519057558162,100.13017139136905,65.80225636530555
54,2019-09-01,9537.500302243738,91.94920874572172,29143.42914181306,16706.706146625434,9837.412979935949,6262.627946823784,17682.910833624443,23119.901378802206,7.434892213072314,0.038194444444444496,47884.48443700397,418287.74472966266,108020.39905753969,1.7960782993103426,101.20363079613095,64.84568556172296
55,2019-10-01,9275.478495217696,89.86646752176338,29242.89993623493,16917.99391719835,9318.4263297172,6202.242601427952,18039.40167543694,23313.903536047,7.291232204602522,0.09027777777777787,48662.87506200397,425038.05202132935,109384.61259920635,1.585674045871657,102.2995227752976,65.25895612616983
56,2019-11-01,9416.17377376457,89.6822399905134,29286.98817349535,17058.06385453689,9542.370114764075,6184.276473042534,18175.553372259856,23530.695895640747,6.826492663060922,0.14236111111111124,48973.5990203373,435275.78118799604,109390.79489087302,1.4908839527411035,97.0729766815476,64.43779365603544
57,2019-12-01,9383.110275504154,88.07576940197174,29531.220478854728,17298.923012505642,9202.318535816159,6101.980078219619,18594.16447831194,23807.68035241679,6.620408679427596,0.1944444444444445,49872.4115203373,437273.02077132935,108657.44593253969,1.466922874619663,100.42484704613096,63.10893772301387
58,2020-01-01,9102.827735347904,83.36898168322172,29678.222927245348,17502.49911633377,8585.6136021547,5846.360996110244,18671.583659801527,23758.115493151166,6.421567589961507,0.3611111111111111,49982.109437003965,442330.8228546627,111778.16989087302,1.4877903593827069,101.53851287946429,61.335893645469156
59,2020-02-01,9058.352059337489,82.49394394884672,29612.473021162015,17697.1635295421,8599.134215326576,5897.104064834201,18726.417392442152,24060.826674739707,6.1236825921408675,0.3923611111111111,50406.9115203373,441982.7863963294,115442.18030753969,1.3321867497843536,103.41254147321429,63.27199955946023
60,2020-03-01,9437.43365613957,85.1192620217634,29696.658257787018,17930.84220194835,9206.26374356095,6168.316955615451,18927.243025739026,24378.383262104293,4.783027197684702,-0.326388888888889,50931.135478670636,449193.84889632935,119124.77926587302,0.38972593412531137,96.5713102752976,69.38048257287527
61,2020-04-01,10889.869034748946,100.97184214155506,30813.797981104726,18221.094758208765,10815.773083524493,6893.70478546441,19775.130374702567,24383.54260394804,5.0038853326053365,-0.295138888888889,52021.2083953373,443564.2603546627,119294.26884920635,0.25204900536979313,94.60217162946428,73.25362573873004
62,2020-05-01,10559.846630040613,102.1992810998884,31400.943439693267,18162.809704687934,10592.770321758866,6592.760603125868,19765.955863952568,24410.44296670325,5.236975159445164,-0.263888888888889,52854.656312003965,440399.26035466266,124474.08655753967,0.21580561279745308,99.42415631696427,73.72718310905348
63,2020-06-01,10442.893351139572,98.72626519884673,31540.020145974515,18235.548533734807,10369.123056139073,6448.894476917535,19684.522531593193,24499.45434063554,5.482298932893937,-0.23263888888888887,53125.15631200397,440544.23952132935,126780.60739087302,0.19063963321782224,104.36876287946427,71.47911473711275
64,2020-07-01,10700.799869823351,99.57625885509673,31778.80545985919,18374.257688999685,10495.315159981337,6515.618892718129,20484.407680332777,24826.369604887772,4.676561386690119,-0.080109126984127,54352.253038194445,439224.43371775793,130530.81274801587,0.18495722283167892,104.77734585565476,73.08486311585996
65,2020-08-01,11057.960288692399,117.85647739081101,32185.651929775853,18639.90121767826,10709.621940320621,6599.041080700273,20653.45559480301,24965.705760923487,4.553241900792992,-0.020585317460317443,55085.19946676587,447457.7491939484,142791.84250992062,0.1969553689592792,101.93553139136903,74.01288328041943
66,2020-09-01,11142.850112243737,114.19531174572172,32407.94224881306,18918.676922625433,10893.31206993595,6573.9485148237845,20946.108982624442,25036.835530802207,4.625368403548505,0.038194444444444496,55594.48443700397,448515.74472966266,143131.39905753967,0.1276973469293902,102.39799079613097,75.61496692535933
67,2020-10-01,12065.353061217695,120.99124152176338,32603.60659723493,19207.386795198352,11603.105580717202,7009.711320427952,21333.233964436942,25236.543967047,4.628188726341653,0.09027777777777787,56419.87506200397,446270.05202132935,140655.61259920636,0.10415889435650533,99.69395277529763,78.54751264790896
68,2020-11-01,12053.267097764572,122.8830799905134,32951.638814495345,19564.58342853689,11607.292571764076,6995.213395042534,21529.513514259856,25136.61633464075,4.576492663060922,0.14236111111111124,56763.5990203373,446448.78118799604,140144.79489087302,0.040357636951629625,101.1974266815476,77.41014302946903
69,2020-12-01,11532.425074504154,112.15893140197174,33139.91170585472,19715.240072505643,11647.958309816158,6743.974027219619,21554.170933311943,25137.50577641679,4.506772315791233,0.1944444444444445,56800.4115203373,450147.02077132935,136431.44593253967,0.018329801026589515,105.67803704613095,74.39310397560187
70,2021-01-01,11465.341732347904,94.87931268322173,33072.20683224535,19883.903676333768,11746.7277411547,6670.998432110244,21431.524715801526,25355.823789151167,4.421567589961507,0.3611111111111111,56974.109437003965,455367.8228546627,140156.16989087302,0.05545953231503792,98.31688287946429,73.91622158664563
71,2021-02-01,12130.966600337488,97.48866594884673,34128.46664116201,20423.1072915421,12043.920052326575,6819.897270834202,21650.46199844215,25299.488692739706,4.307893118456657,0.3923611111111111,57381.9115203373,449394.7863963294,136409.18030753967,-0.0009711449524885257,103.26911147321428,73.60906534893392
72,2021-03-01,11698.52375313957,91.2891110217634,34447.729830787015,20734.929559948352,11895.62428656095,6664.485646615451,22072.868052739024,25385.548537104292,3.123936288593793,-0.326388888888889,57795.135478670636,454527.84889632935,129676.77926587302,0.13355992622017304,103.2353202752976,70.05817380094544
73,2021-04-01,11704.193037748946,93.57643114155506,34819.172869104725,21185.177256208764,12016.196086524493,6803.8049664644095,22248.540907702565,25396.70610594804,3.7084307871507907,-0.295138888888889,57956.2083953373,447965.2603546627,124741.26884920635,0.12867238199316972,103.13138162946429,74.63402422357854
74,2021-05-01,12136.490881040612,90.2979040998884,35561.422960693264,21733.089515687934,12167.236014758866,6878.109961125868,22680.813590952566,25882.63571270325,4.736975159445164,-0.263888888888889,59108.656312003965,460094.26035466266,129245.08655753967,0.10480561279745308,100.28771631696429,75.23116234881957
75,2021-06-01,12156.501791139572,90.47121419884674,36374.510348974516,22231.346376734808,12416.626663139074,6897.5324999175355,23188.22697259319,25590.91552163554,5.55502620562121,-0.23263888888888887,59251.15631200397,467709.23952132935,138713.60739087302,0.0810941786723677,102.15914287946427,74.8992568799699
76,2021-07-01,11917.461339823352,86.05425585509673,36984.754907859184,22756.02608399969,12300.319007981336,6961.868855718129,23417.733096332777,25456.710477887773,5.960652295781028,-0.080109126984127,59543.253038194445,462448.43371775793,130180.81274801587,0.11521696309141917,99.81907585565476,75.68068050716431
77,2021-08-01,11732.921102692399,78.72782339081101,37569.10331877586,23139.56152767826,12184.107248320623,6797.358172700273,23364.089102803013,25721.085923923485,6.803241900792992,-0.020585317460317443,59778.19946676587,466155.7491939484,133343.84250992062,0.14011554211945235,99.95145139136905,73.79750708994324
78,2021-09-01,11715.565339243738,74.58444474572173,37578.86367481306,23528.276226625432,12576.68588793595,6734.861512823784,23413.589220624443,25892.348962802207,7.034459312639414,0.038194444444444496,60117.48443700397,484165.74472966266,131240.39905753967,0.0772211564531997,103.71715079613097,72.81319874354115
79,2021-10-01,11766.996681217695,74.09494052176339,38194.013907234934,23901.64809719835,12859.2522957172,6850.379213427952,23709.364519436942,26236.305491047002,7.306760154913082,0.09027777777777787,61001.87506200397,487425.05202132935,130196.61259920635,0.09049222768983864,101.98763277529763,72.33405573091292
80,2021-11-01,11638.030719764572,71.54242799051339,38716.598750495345,24287.37708853689,12482.897642764075,6764.444143042534,24241.611017259856,26494.007298640747,7.826492663060922,0.14236111111111124,61705.5990203373,493638.78118799604,134346.79489087302,0.10198921589899804,102.34681668154761,73.26958513473218
81,2021-12-01,12105.661902504153,73.94611140197173,39293.894200854724,24517.180913505643,13078.951369816159,6944.7658592196185,25350.06143431194,26686.29833041679,8.165863224882141,0.1944444444444445,62990.4115203373,490903.02077132935,135500.44593253967,0.21696616466295315,104.75924704613095,73.94571267125404
82,2022-01-01,12085.066695347903,57.04357168322172,39637.74416224535,24945.67533233377,12538.1003561547,6766.978344110244,26457.588772801526,27120.377918151167,8.671567589961507,0.3611111111111111,64575.109437003965,495904.8228546627,134472.16989087302,0.5044332165255643,99.45331287946429,76.1184932533123
83,2022-02-01,12486.923978337489,59.49776794884673,39918.14513216201,25243.9299705421,13217.911242326576,6889.7855768342015,26910.12113644215,27263.536000739707,9.632893118456657,0.3923611111111111,65093.9115203373,493445.7863963294,131880.18030753967,0.9306078024159326,101.2384414732143,76.46162324367076
84,2022-03-01,13437.37790813957,71.0018450217634,41063.13223778702,25692.417895948354,13423.77455256095,6680.990113615451,27746.278004739026,26711.48210110429,18.783027197684703,5.673611111111111,66277.13547867064,474462.84889632935,140607.77926587302,1.3931251436114775,107.46506027529762,99.13108592215757
85,2022-04-01,13222.265870748946,71.04601414155506,41197.25339810472,25709.904322208764,12538.741050524492,6002.02837246441,28989.485645702567,27327.71088894804,16.951937280657287,5.704861111111111,67898.20839533731,464258.2603546627,141535.26884920636,1.9547632910840789,99.20906162946429,76.38927876903307
86,2022-05-01,11161.146344040613,61.629515099888394,41446.97839369326,25555.663040687934,11403.200077758866,5188.278920125868,28987.249200952567,28223.571648703248,13.236975159445164,5.736111111111111,68377.65631200396,452538.26035466266,139376.08655753967,2.1138294223212624,99.1770363169643,64.53962984107963
