,date,credits_corp_f,credits_fiz_f,credits_corp_rub,credits_fiz_rub,deposits_corp_f,deposits_fiz_f,deposits_corp_rub,deposits_fiz_rub
35,2018-02-01,-353.15866701041523,-5.194596734374997,435.6097149166635,149.59429220833408,25.95071917187488,-95.35314327604192,284.3176136406255,335.90020958854075
36,2018-03-01,-118.45153119791757,-4.9758159270833175,50.53377562500464,138.5986804062486,-598.3849977656264,-73.79032621875103,-83.45044570312712,346.0231363645871
37,2018-04-01,349.3189886093751,4.3427671197916595,250.87568331771035,198.05110126041473,547.3128029635427,178.4143038489592,17.01070696354509,246.11496784374685
38,2018-05-01,874.8741982916672,3.5074249583333312,318.91306458853796,302.2233814791689,636.3411992343736,377.8755006614583,625.0160352499988,66.56923375521
39,2018-06-01,91.61762909895879,-1.643002901041669,157.3447122812504,286.5036420468732,236.21085838020917,23.613482791666684,-0.23206535937242734,217.72078193229027
40,2018-07-01,336.1934766837803,-2.35796534375001,181.08318988467363,204.64372026488127,273.9135518422627,111.01926980059488,401.82577173957907,117.86513725223267
41,2018-08-01,-560.9530151309536,-9.944266464285704,291.3884049166627,242.9656656785719,-519.9113026607156,-173.18752101785685,16.803644470241125,126.65787103571347
42,2018-09-01,593.9751955513402,4.65487735491071,196.3045020372083,241.11819594717235,220.91496561532767,283.1164971235121,225.85310982142983,52.80615087872138
43,2018-10-01,191.35746397395633,-5.044905223958338,173.27605142186803,221.1975405729172,67.44524478125095,-170.28917439583347,-54.98032918749959,-1.274941755207692
44,2018-11-01,-144.47520045312376,2.1219854687500117,238.8331122604177,234.10338133854202,68.53144504687589,30.862522614583213,216.10988882291167,299.8913405937492
45,2018-12-01,-228.64860426041741,-1.7756165885416522,354.941475359381,334.5207999687518,-31.21699894791709,80.45600217708397,385.51966805208576,8.767773776042304
46,2019-01-01,48.956560843749685,18.811143281249983,461.3293713906205,171.68018182812375,316.9981233385424,191.1021418906248,-115.99882551041446,-108.16562626562518
47,2019-02-01,-740.3827280104142,-1.3118997343750038,540.9567319166672,249.57669520833406,-514.0748398281248,-163.3132702760413,88.52759964062352,202.26631558853842
48,2019-03-01,-160.74476019791837,-0.44424592708332966,32.92213462500149,208.79250440624855,70.40678823437338,95.71507178124921,135.51658829687585,305.0665103645879
49,2019-04-01,-186.41127639062506,-4.991488880208337,268.545606317708,264.3550042604147,-174.1586240364577,98.29548784895815,84.99478296353846,82.5728878437476
50,2019-05-01,158.30945429166604,-0.9107340416666574,109.41132858853962,389.055751479169,277.01263123437275,166.56375366145858,3.8618832499996643,182.21974675520687
51,2019-06-01,216.03665409895984,-1.3135699010416602,343.33189428125115,286.2444900468745,168.34379938020902,128.05303479166741,333.81700864062805,147.01175993229117
52,2019-07-01,83.68926268377982,-3.352272343750016,202.59492188467266,192.1677832648802,-243.4606071577382,4.51370180059439,265.2816137395821,110.0813702522355
53,2019-08-01,-402.1159211309532,-7.51763846428571,77.43525191666413,174.54685167857133,-406.0100356607145,-161.92387901785696,336.5580884702358,106.23212503571267
54,2019-09-01,207.66094155133942,0.24583635491070766,141.35561703720668,216.9775319471737,308.1748406153274,116.03377412351165,-330.3461731785683,311.0934558787194
55,2019-10-01,-262.02180702604164,-2.0827412239583367,99.47079442187169,211.28777057291518,-518.9866502187488,-60.3853453958327,356.4908418124978,194.00215724479494
56,2019-11-01,140.69527854687476,-0.18422753124998792,44.08823726041737,140.0699373385396,223.94378504687484,-17.966128385417505,136.15169682291526,216.79235959374637
57,2019-12-01,-33.063498260416964,-1.6064705885416544,244.2323053593791,240.8591579687527,-340.0515789479159,-82.29639482291532,418.61110605208523,276.9844567760447
58,2020-01-01,-280.2825401562495,-4.7067877187500216,147.00244839061997,203.5761038281271,-616.7049336614582,-255.61908210937509,77.41918148958575,-49.56485926562527
59,2020-02-01,-44.475676010415555,-0.8750377343749989,-65.74990608333246,194.6644132083311,13.520613171875084,50.74306872395755,54.833732640625385,302.71118158854006
60,2020-03-01,379.08159680208155,2.6253180729166843,84.18523662500229,233.67867240625128,607.1295282343744,271.21289078124937,200.825633296874,317.55658736458645
61,2020-04-01,1452.4353786093761,15.852580119791654,1117.1397233177086,290.25255626041326,1609.5093399635425,725.387829848959,847.8873489635407,5.159341843747825
62,2020-05-01,-330.02240470833385,1.2274389583333374,587.1454585885404,-58.28505352083084,-223.00276176562693,-300.9441823385414,-9.174510749999172,26.900362755208334
63,2020-06-01,-116.9532789010409,-3.473015901041663,139.07670628124833,72.73882904687343,-223.64726561979296,-143.8661262083333,-81.43333235937462,89.01137393229146
64,2020-07-01,257.9065186837797,0.8499936562499926,238.78531388467673,138.70915526487806,126.19210384226426,66.72441580059422,799.8851487395841,326.9152642522313
65,2020-08-01,357.16041886904713,18.280218535714283,406.8464699166616,265.6435286785745,214.30678033928416,83.42218798214344,169.04791447023308,139.33615603571525
66,2020-09-01,84.88982355133885,-3.6611656450892838,222.29031903720534,278.7757049471729,183.69012961532826,-25.092565876488152,292.65338782143226,71.12976987872025
67,2020-10-01,922.5029489739572,6.79592977604166,195.664348421873,288.70987257291927,709.7935107812518,435.7628056041676,387.12498181249975,199.70843624479312
68,2020-11-01,-12.085963453122531,1.8918384687500094,348.03221726041374,357.19663333853896,4.186991046874027,-14.497925385418057,196.2795498229134,-99.92763240625209
69,2020-12-01,-520.8420232604185,-10.724148588541652,188.27289135937463,150.65664396875218,40.665738052082816,-251.23936782291548,24.65741905208779,0.8894417760420765
70,2021-01-01,-67.08334215624927,-17.279618718750015,-67.70487360937113,168.6636038281249,98.76943133854184,-72.97559510937481,-122.64621751041705,218.31801273437668
71,2021-02-01,665.6248679895834,2.6093532656250034,1056.259808916664,539.203615208331,297.1923111718752,148.89883872395785,218.9372826406252,-56.33509641146156
72,2021-03-01,-432.4428471979172,-6.199554927083327,319.26318962500227,311.822268406253,-148.29576576562613,-155.41162421875106,422.40605429687275,86.05984436458675
73,2021-04-01,5.669284609375609,2.2873201197916586,371.4430383177096,450.24769626041234,120.57179996354353,139.3193198489589,175.67285496354089,11.157568843747868
74,2021-05-01,432.29784329166614,-3.2785270416666634,742.2500915885394,547.9122594791697,151.0399282343733,74.3049946614583,432.27268325000114,485.92960675520953
75,2021-06-01,20.010910098959357,0.17331009895833915,813.0873882812521,498.2568610468734,249.3906483802075,19.422538791667648,507.4133816406247,-291.7201910677104
76,2021-07-01,-239.04045131621933,-4.416958343750011,610.2445588846676,524.6797072648842,-116.30765515773783,64.33635580059399,229.50612373958575,-134.20504374776647
77,2021-08-01,-184.54023713095376,-7.326432464285716,584.3484109166748,383.5354436785674,-116.21175966071314,-164.51068301785654,-53.643993529763975,264.37544603571223
78,2021-09-01,-17.355763448660582,-4.143378645089285,9.760356037200836,388.714698947173,392.5786396153271,-62.49665987648859,49.50011782142974,171.263038878722
79,2021-10-01,51.43134197395739,-0.4895042239583347,615.1502324218745,373.37187057291885,282.56640778125075,115.51770060416766,295.7752988124994,343.95652824479475
80,2021-11-01,-128.96596145312287,-2.5525125312500023,522.5848432604107,385.72899133853934,-376.35465295312497,-85.93507038541793,532.2464978229145,257.7018075937449
81,2021-12-01,467.63118273958025,2.4036834114583456,577.2954503593792,229.80382496875245,596.0537270520836,180.32171617708445,1108.450417052085,192.29103177604338
82,2022-01-01,-20.59520715624967,-16.902539718750013,343.84996139062423,428.4944188281261,-540.8510136614586,-177.7875151093749,1107.5273384895845,434.0795877343771
83,2022-02-01,401.85728298958566,2.454196265625008,280.4009699166636,298.254638208331,679.8108861718756,122.8072327239579,452.5323636406247,143.1580825885394
84,2022-03-01,950.4539298020809,11.504077072916672,1144.987105625005,448.48792540625436,205.86331023437378,-208.79546321875023,836.1568682968755,-552.0538996354153
85,2022-04-01,-215.1120373906233,0.04416911979166116,134.1211603177071,17.486426260409644,-885.0335020364582,-678.9617411510417,1243.207640963541,616.2287878437492
86,2022-05-01,-2061.119526708333,-9.416499041666668,249.7249955885345,-154.24128152082994,-1135.540972765626,-813.7494523385412,-2.2364447500003735,895.8607597552073
87,2022-06-01,-1125.859593901043,-7.431110901041663,250.14204528125993,-9.62159995312686,-770.0690216197909,-363.2163282083329,440.6259836406243,315.0252509322927
88,2022-07-01,-1615.5230183162184,-12.949543343750001,337.7633778846721,71.44279626488424,-1637.7966561577377,-799.8700921994055,222.19471873958537,412.56715025223093
89,2022-08-01,950.1885118690461,-9.933691464285722,834.2441749166683,230.256473678568,1065.0322003392848,336.9285859821425,1090.5339124702368,419.061144035717
90,2022-09-01,-870.0213174486598,-7.8935486450892824,1615.6004240371985,200.05269594717538,-718.2426203846717,-357.9352708764877,1941.3766268214313,357.17579987871795
91,2022-10-01,-246.11082802604324,-0.4030432239583419,1135.4305504218719,346.4492325729152,-667.3578482187495,-519.4983203958332,1163.0236998125038,145.67947624479348
92,2022-11-01,251.1355615468783,2.63515146875001,1545.3077402604176,252.55348233854238,97.23978304687444,74.1462536145832,529.1287978229084,253.98550859374882
93,2022-12-01,-120.15819826041843,-1.0559105885416642,643.5317203593731,333.07703596874853,-422.39360694791685,-121.88831482291653,430.9658950520825,414.35658577604045
94,2023-01-01,968.2778238437477,4.408310281249992,1292.056450390628,364.06720582812704,1036.9449503385422,304.7094838906246,1571.7235944895874,1528.717961734379
95,2023-02-01,-185.39981101041485,-1.4614097343749926,35.07902991666924,192.50423120833148,-1172.6431008281234,-109.13704227604103,798.8684946406211,-171.92029241146156
96,2023-03-01,246.47372980208274,1.3105980729166689,1213.284159625,286.47093740625496,603.6876142343735,204.9333747812493,595.3779752968767,792.7141263645863
97,2023-04-01,169.091359609376,1.9466501197916593,925.6095073177057,494.06774226040943,131.55436496354196,-55.36770015104139,-280.3482330364641,544.9885338437452
98,2023-05-01,698.0828122916664,3.9703389583333397,1007.1559015885359,559.9833744791722,588.3285662343733,125.6554546614584,88.07838225000887,396.76021775521076
99,2023-06-01,73.96012209895889,-2.2972589010416726,948.6210992812557,615.6383900468718,-69.14166861979174,-5.977625208333848,709.1293666406273,738.6072549322926
100,2023-07-01,968.3809446837804,7.582375656250001,999.3935198846739,560.6830072648809,1001.2348298422621,292.9279248005955,-107.4568962604244,751.2476332522347
101,2023-08-01,17.74369486904652,-4.818099464285716,1399.172361916666,502.69987667857276,371.02638733928507,-126.10591601785745,419.888743470241,623.880074035711
102,2023-09-01,302.18573555133844,-2.56231764508928,1047.1370800372024,895.3051969471708,638.0104976153289,-19.816359876487695,1454.3967918214257,571.9736338787188
103,2023-10-01,234.01307497395828,1.3401137760416546,1363.9635494218746,862.1146825729193,388.02654678125145,62.831260604167255,177.3577498125087,665.0908462447915
104,2023-11-01,-186.12627845312454,-0.20183253124999823,1197.4898722604194,706.1980173385455,-376.92257795312617,-181.5346133854173,486.22120782290585,791.161480593757
105,2023-12-01,-242.5179352604173,-3.1228365885416594,1132.648869359371,535.914617968745,-501.5732629479171,-224.26015282291655,773.960891052091,911.7552997760358
